"prior","output"
"derby s","christmas"
"derby winning","trainer"
"derek and","maria"
"derived from","vitamin"
"derogatory towards","women"
"derrick rose","s"
"des moines","iowa"
"deschutes bond","street"
"describe how","much"
"describe the","whole"
"describe this","book"
"described as","“"
"described our","relationship"
"described rodriguez","s"
"descriptions you","re"
"desert botanical","garden"
"deserve a","good"
"deserve it","im"
"deserve the","best"
"deserve to","see"
"deserved a","better"
"deserved it","<"
"deserved to","win"
"deserves a","good"
"deserves to","win"
"design a","life"
"design and","build"
"design resource","day"
"design team","members"
"designation that","lowers"
"designed a","system"
"designed and","built"
"designed the","cover"
"designed to","provide"
"designer carroll","shelby"
"designer or","creator"
"designers have","done"
"designing the","project"
"designing your","site"
"designs that","don"
"desire i","want"
"desire of","oblivion"
"desire to","go"
"desk all","day"
"desk at","work"
"desk i","guess"
"desk right","now"
"desk to","pay"
"desperate times","call"
"desperate to","get"
"desperately in","need"
"despite an","apparent"
"despite her","success"
"despite my","best"
"despite the","fact"
"dessert $","8"
"dessert was","served"
"desserts all","$"
"desserts i","d"
"destination that","s"
"destined to","lose"
"destroy the","world"
"destroyed 38","homes"
"destroying the","light"
"detail that","makes"
"details 1","646"
"details 7","30"
"details at","www"
"details coming","soon"
"details i","m"
"details to","come"
"details were","immediately"
"detention without","charge"
"determine how","much"
"determine the","best"
"determined by","sponsor"
"determined to","get"
"determining how","much"
"detroit 2115","woodward"
"detroit 313","833"
"detroit belle","isle"
"detroit city","council"
"detroit free","press"
"detroit general","motors"
"detroit he","said"
"detroit it","s"
"detroit mayor","dave"
"detroit medical","center"
"detroit s","west"
"detroit symphony","orchestra"
"deuteronomy 14","28"
"dev /","dsk"
"develop a","marketing"
"developed a","step"
"developed an","interest"
"developed in","response"
"developed so","much"
"developer who","said"
"developing a","program"
"developing breast","cancer"
"development and","marketing"
"development by","companies"
"development of","cancer"
"development which","will"
"devens in","massachusetts"
"device to","read"
"devil s","advocate"
"devils have","played"
"devin the","dude"
"devising a","plan"
"devoted to","tag"
"devotion to","god"
"dfl gov","mark"
"diabetes and","heart"
"diagnosed with","breast"
"diagnosis and","treatment"
"dialog for","peace"
"diamonds &","pearls"
"diane ackerman","s"
"diapers a","small"
"dick clark","died"
"did 3","miles"
"did a","great"
"did absolutely","nothing"
"did an","amazing"
"did and","now"
"did anyone","else"
"did anything","wrong"
"did as","well"
"did but","people"
"did couldn","t"
"did for","us"
"did give","us"
"did harrah","s"
"did he","say"
"did his","first"
"did however","find"
"did i","mention"
"did in","fact"
"did it","take"
"did justin","bieber"
"did last","year"
"did let","us"
"did my","best"
"did no","one"
"did not","know"
"did nothing","wrong"
"did notice","however"
"did now","follow"
"did of","course"
"did on","stage"
"did or","didn"
"did our","part"
"did p","s"
"did really","well"
"did s","/"
"did she","say"
"did so","well"
"did some","work"
"did sound","like"
"did that","s"
"did the","trick"
"did their","part"
"did they","get"
"did this","happen"
"did to","please"
"did two","years"
"did u","get"
"did very","well"
"did was","wrong"
"did we","get"
"did you","know"
"did your","best"
"diddy dirty","money"
"didn t","know"
"didn ?","t"
"didnt even","know"
"didnt miss","anyone"
"die a","slow"
"die another","day"
"die cut","piece"
"die die","die"
"die for","something"
"die from","spellbinders"
"die i","want"
"die of","cancer"
"die that","s"
"die young","bury"
"dieckhaus r","washington"
"died a","couple"
"died april","5"
"died at","age"
"died for","us"
"died in","2002"
"died it","s"
"died last","year"
"died late","monday"
"died three","days"
"diego california","weather"
"diego city","council"
"diego doesn","t"
"diego gas","&"
"diego i","m"
"diego it","s"
"diego state","university"
"diego unified","school"
"dies to","cut"
"diet /","exercise"
"diet and","exercise"
"diet i","just"
"diet that","s"
"diets ron","swanson"
"difference between","us"
"difference in","price"
"difference it","s"
"differences of","opinion"
"different african","countries"
"different age","groups"
"different and","unique"
"different from","regular"
"different i","ve"
"different it","s"
"different price","points"
"different story","altogether"
"different than","last"
"different this","year"
"different time","zones"
"difficult and","dangerous"
"difficult for","us"
"difficult i","don"
"difficult to","find"
"difficulty and","suffering"
"difficulty in","every"
"difficulty winston","churchill"
"dig a","hole"
"dig it","happy"
"digging and","weeding"
"digging the","new"
"digital and","physical"
"digital first","media"
"digital learning","day"
"digital media","training"
"digital scholarship","lab"
"dignity of","gays"
"diligence we","ll"
"dillon a","66"
"dillon an","indianapolis"
"dime a","dozen"
"dime beer","night"
"dimension of","practical"
"dimora and","russo"
"dimora s","lawyers"
"din din","tonight"
"diners drive","ins"
"dining companion","s"
"dining room","table"
"dinner 5","10"
"dinner <","3"
"dinner and","drinks"
"dinner at","home"
"dinner can","t"
"dinner for","two"
"dinner i","m"
"dinner in","november"
"dinner is","$"
"dinner it","s"
"dinner last","night"
"dinner main","courses"
"dinner nightly","brunch"
"dinner on","saturday"
"dinner plate","$"
"dinner table","conversation"
"dinner the","night"
"dinner tuesday","saturday"
"dinner w","/"
"dinner was","held"
"dinner with","family"
"direct eye","contact"
"direct job","creation"
"direct x","compatible"
"directed a","lot"
"directed by","marc"
"direction <","3"
"direction i","m"
"direction in","life"
"direction is","coming"
"directioners are","flawless"
"directions don","t"
"directly i","m"
"directly or","indirectly"
"director and","founder"
"director carl","st"
"director chris","coleman"
"director david","robertson"
"director demaurice","smith"
"director franz","welser"
"director garry","mccarthy"
"director it","s"
"director jeff","long"
"director martin","scorsese"
"director of","operations"
"director pos","1"
"director randy","wisthoff"
"director rob","mullens"
"director s","cut"
"director samuel","demaio"
"dirty i","m"
"dirty little","secret"
"dirty real","estate"
"disabled i","think"
"disappointed it","s"
"disappointed to","read"
"disappointments henry","ward"
"disappointments in","life"
"discarded chicken","bones"
"disclose their","donors"
"disclosure of","material"
"discomfort it","s"
"discount double","check"
"discover how","much"
"discover new","things"
"discover the","truth"
"discovered a","new"
"discovered how","much"
"discovery of","witches"
"discrimination claims","rose"
"discuss border","security"
"discuss the","impact"
"discuss this","topic"
"discuss what","happened"
"discussed the","idea"
"discussion about","whether"
"discussion of","liturgy"
"discussion this","morning"
"discussion w","/"
"discussions w","/"
"disease and","stroke"
"disease that","affects"
"dish isn","t"
"dish it","will"
"disinfect and","flush"
"disks and","downloads"
"dismissed those","concerns"
"disney 39","s"
"disney california","adventure"
"disney theatrical","productions"
"disney world","trip"
"disorder that","affects"
"dispatched to","investigate"
"display in","2010"
"display it","s"
"disregard for","human"
"distance between","us"
"distance i","ll"
"distaste for","religion"
"distractions i","m"
"distress ink","around"
"distributed by","mcclatchy"
"distribution and","downforce"
"district attorney","s"
"district can","t"
"district chief","judge"
"district court","judge"
"district doesn","t"
"district has","made"
"district he","said"
"district in","fact"
"district is","considering"
"district judge","james"
"district must","allow"
"district of","columbia"
"district s","voters"
"district school","board"
"district that","includes"
"district which","includes"
"district ?","s"
"diverse the","music"
"divide and","conquer"
"divided into","four"
"dividing the","country"
"division 1","basketball"
"division i","schools"
"division ii","team"
"division of","fish"
"divorce child","support"
"divorce i","m"
"divorce it","s"
"dj 12","tribe"
"dj mike","t"
"dj rok","&"
"djohnson t","&"
"dl –","less"
"dm 4","details"
"dm for","details"
"dm i","m"
"dm me","asap"
"dm my","email"
"dm or","email"
"dm to","austin"
"dm us","&"
"dm you","thanks"
"dm your","email"
"dna testing","showed"
"dns gabe","rodriguez"
"dnt even","know"
"do <","3"
"do a","lot"
"do about","jesus"
"do absolutely","nothing"
"do after","school"
"do all","day"
"do amazing","things"
"do an","interview"
"do and","love"
"do androids","dream"
"do another","one"
"do any","better"
"do anything","else"
"do as","much"
"do at","least"
"do better","tell"
"do big","things"
"do both","sides"
"do can","t"
"do certain","things"
"do come","true"
"do crazy","things"
"do do","mi"
"do don","t"
"do e","g"
"do eleanor","roosevelt"
"do every","day"
"do everything","possible"
"do excellence","therefore"
"do feel","like"
"do ff","s"
"do for","us"
"do good","things"
"do great","things"
"do ha","ha"
"do have","one"
"do he","said"
"do henry","ford"
"do his","job"
"do how","can"
"do i","get"
"do in","life"
"do is","make"
"do isn","t"
"do it","s"
"do its","work"
"do john","wooden"
"do just","got"
"do last","night"
"do let","s"
"do list","let"
"do lol","love"
"do more","research"
"do much","better"
"do my","best"
"do no","wrong"
"do not","want"
"do of","course"
"do one","thing"
"do or","die"
"do our","best"
"do outta","work"
"do people","think"
"do ppl","think"
"do pretty","much"
"do ravioli","florentine"
"do really","well"
"do right","now"
"do she","said"
"do so","much"
"do some","shopping"
"do something","else"
"do stuff","just"
"do stupid","things"
"do that","s"
"do the","right"
"do their","homework"
"do there","s"
"do these","things"
"do they","really"
"do things","like"
"do this","every"
"do those","things"
"do to","get"
"do too","much"
"do tummy","time"
"do u","know"
"do very","well"
"do w","/"
"do was","play"
"do we","need"
"do what","s"
"do with","one"
"do ya","think"
"do yall","think"
"do you","think"
"do your","homework"
"doan pyramid","electric"
"doc rivers","said"
"doctor i","know"
"doctor s","office"
"doctor who","magazine"
"doctors and","nurses"
"doctors are","paid"
"doctors the","state"
"doctors without","borders"
"documents as","well"
"doe no","1"
"does a","good"
"does an","excellent"
"does anybody","want"
"does anyone","know"
"does double","duty"
"does for","us"
"does have","one"
"does he","hate"
"does i","ll"
"does in","fact"
"does it","take"
"does look","like"
"does no","good"
"does not","mean"
"does one","four"
"does or","doesn"
"does she","know"
"does sound","like"
"does that","mean"
"does the","world"
"does this","mean"
"does too","much"
"does what","anyone"
"does your","partner"
"doesn 39","t"
"doesn t","mean"
"doesn ?","t"
"dog and","two"
"dog friendly","patio"
"dog he","s"
"dog is","asleep"
"dog it","s"
"dog or","cat"
"dog s","life"
"dog who","s"
"dogg s","juiced"
"dogs &","cats"
"dogs and","cats"
"dogs don","t"
"dogs to","attack"
"doin it","big"
"doin the","damn"
"doing a","great"
"doing all","kinds"
"doing an","interview"
"doing anything","fun"
"doing as","well"
"doing dale","carnegie"
"doing fairly","well"
"doing for","others"
"doing god","s"
"doing great","work"
"doing he","said"
"doing her","thang"
"doing his","best"
"doing i","m"
"doing in","vegas"
"doing it","wrong"
"doing just","fine"
"doing last","minute"
"doing much","better"
"doing my","hair"
"doing our","best"
"doing pointless","shit"
"doing really","well"
"doing right","now"
"doing so","well"
"doing some","awesome"
"doing something","right"
"doing that","every"
"doing the","right"
"doing their","thing"
"doing these","things"
"doing things","right"
"doing this","weekend"
"doing those","things"
"doing to","make"
"doing today","lol"
